subject,grade,skillId,skillIdentifier,skillDesc,,,,
ELA - Common Core," 9, 10",16103,RI.9-10.7,"Analyze various accounts of a subject told in different mediums, determining which details are emphasized in each account.",,,,
ELA - Common Core," 9, 10",16104,RI.9-10.8,"Delineate and evaluate the argument and specific claims in a text, assessing whether the reasoning is valid and the evidence is relevant and sufficient; identify false statements and fallacious reasoning.",,,,
ELA - Common Core," 9, 10",16105,RI.9-10.9,"Analyze seminal U.S. documents of historical and literary significance, including how they address related themes and concepts.",,,,
ELA - Common Core," 9, 10",16124,RI.9-10.10,"By the end of grade 9, read and comprehend literary nonfiction in the grades 9-10 text complexity band proficiently, with scaffolding as needed at the high end of the range.<br/>By the end of grade 10, read and comprehend literary nonfiction at the high end of the grades 9-10 text complexity band independently and proficiently.",,,,
ELA - Common Core," 9, 10",16201,RH.9-10.1,"Cite specific textual evidence to support analysis of primary and secondary sources, attending to such features as the date and origin of the information.",,,,
ELA - Common Core," 9, 10",16202,RH.9-10.2,Determine the central ideas or information of a primary or secondary source; provide an accurate summary of how key events or ideas develop over the course of the text.,,,,
ELA - Common Core," 9, 10",16203,RH.9-10.3,Analyze in detail a series of events described in a text; determine whether earlier events caused later ones or simply preceded them.,,,,
ELA - Common Core," 9, 10",16210,RH.9-10.4,"Determine the meaning of words and phrases as they are used in a text, including vocabulary describing political, social, or economic aspects of history/social studies.",,,,
ELA - Common Core," 9, 10",16211,RH.9-10.5,Analyze how a text uses structure to emphasize key points or advance an explanation or analysis.,,,,
ELA - Common Core," 9, 10",16212,RH.9-10.6,"Compare the point of view of two or more authors for how they treat the same or similar topics, including which details they include and emphasize in their respective accounts.",,,,
ELA - Common Core," 9, 10",16219,RH.9-10.7,Integrate quantitative or technical analysis with qualitative analysis in print or digital text.,,,,
ELA - Common Core," 9, 10",16220,RH.9-10.8,Assess the extent to which the reasoning and evidence in a text support the author's claims.,,,,
ELA - Common Core," 9, 10",16221,RH.9-10.9,Compare and contrast treatments of the same topic in several primary and secondary sources.,,,,
ELA - Common Core," 9, 10",16226,RH.9-10.10,"By the end of grade 10, read and comprehend history/social studies texts in the grades 9-10 text complexity band independently and proficiently.",,,,
ELA - Common Core," 9, 10",16262,RST.9-10.1,"Cite specific textual evidence to support analysis of science and technical texts, attending to the precise details of explanations or descriptions.",,,,
ELA - Common Core," 9, 10",16263,RST.9-10.2,"Determine the central ideas or conclusions of a text; trace the text's explanation or depiction of a complex process, phenomenon, or concept; provide an accurate summary of the text.",,,,
ELA - Common Core," 9, 10",16264,RST.9-10.3,"Follow precisely a complex multistep procedure when carrying out experiments, taking measurements, or performing technical tasks, attending to special cases or exceptions defined in the text.",,,,
ELA - Common Core," 9, 10",16271,RST.9-10.4,"Determine the meaning of symbols, key terms, and other domain-specific words and phrases as they are used in a specific scientific or technical context relevant to grades 9-10 texts and topics.",,,,
ELA - Common Core," 9, 10",16272,RST.9-10.5,"Analyze the structure of the relationships among concepts in a text, including relationships among key terms.",,,,
ELA - Common Core," 9, 10",16273,RST.9-10.6,"Analyze the author's purpose in providing an explanation, describing a procedure, or discussing an experiment in a text, defining the question the author seeks to address.",,,,
ELA - Common Core," 9, 10",16280,RST.9-10.7,Translate quantitative or technical information expressed in words in a text into visual form and translate information expressed visually or mathematically into words.,,,,
ELA - Common Core," 9, 10",16281,RST.9-10.8,Assess the extent to which the reasoning and evidence in a text support the author's claim or a recommendation for solving a scientific or technical problem.,,,,
ELA - Common Core," 9, 10",16282,RST.9-10.9,"Compare and contrast findings presented in a text to those from other sources (including their own experiments), noting when the findings support or contradict previous explanations or accounts.",,,,
ELA - Common Core," 9, 10",16287,RST.9-10.10,"By the end of grade 10, read and comprehend science/technical texts in the grades 9-10 text complexity band independently and proficiently.",,,,
ELA - Common Core," 9, 10",16435,W.9-10.1,"Write arguments to support claims in an analysis of substantive topics or texts, using valid reasoning and relevant and sufficient evidence.",,,,
ELA - Common Core," 9, 10",16436,W.9-10.1.a,"Introduce precise claim(s), distinguish the claim(s) from alternate or opposing claims, and create an organization that establishes clear relationships among claim(s), counterclaims, reasons, and evidence.",,,,
ELA - Common Core," 9, 10",16437,W.9-10.1.b,"Develop claim(s) and counterclaims fairly, supplying evidence for each while pointing out the strengths and limitations of both in a manner that anticipates the audience's knowledge level and concerns.",,,,
ELA - Common Core," 9, 10",16438,W.9-10.1.c,"Use words, phrases, and clauses to link the major sections of the text, create cohesion, and clarify the relationships between claim(s) and reasons, between reasons and evidence, and between claim(s) and counterclaims.",,,,
ELA - Common Core," 9, 10",16439,W.9-10.1.d,Establish and maintain a formal style and objective tone while attending to the norms and conventions of the discipline in which they are writing.,,,,
ELA - Common Core," 9, 10",16440,W.9-10.1.e,Provide a concluding statement or section that follows from and supports the argument presented.,,,,
ELA - Common Core," 9, 10",16441,W.9-10.2,"Introduce a topic; organize complex ideas, concepts, and information to make important connections and distinctions; include formatting, graphics, and multimedia when useful to aiding comprehension.",,,,
ELA - Common Core," 9, 10",16442,W.9-10.2.a,"Introduce a topic; organize complex ideas, concepts, and information to make important connections and distinctions; include formatting , graphics , and multimedia when useful to aiding comprehension.",,,,
ELA - Common Core," 9, 10",16443,W.9-10.2.b,"Develop the topic with well-chosen, relevant, and sufficient facts, extended definitions, concrete details, quotations, or other information and examples appropriate to the audience's knowledge of the topic.",,,,
ELA - Common Core," 9, 10",16444,W.9-10.2.c,"Use appropriate and varied transitions to link the major sections of the text, create cohesion, and clarify the relationships among complex ideas and concepts.",,,,
ELA - Common Core," 9, 10",16445,W.9-10.2.d,Use precise language and domain-specific vocabulary to manage the complexity of the topic.,,,,
ELA - Common Core," 9, 10",16446,W.9-10.2.e,Establish and maintain a formal style and objective tone while attending to the norms and conventions of the discipline in which they are writing.,,,,
ELA - Common Core," 9, 10",16447,W.9-10.2.f,Provide a concluding statement or section that follows from and supports the information or explanation presented.,,,,
ELA - Common Core," 9, 10",16448,W.9-10.3,"Write narratives to develop real or imagined experiences or events using effective technique, well-chosen details, and well-structured event sequences.",,,,
ELA - Common Core," 9, 10",16449,W.9-10.3.a,"Engage and orient the reader by setting out a problem, situation, or observation, establishing one or multiple point(s) of view, and introducing a narrator and/or characters; create a smooth progression of experiences or events.",,,,
ELA - Common Core," 9, 10",16450,W.9-10.3.b,"Use narrative techniques, such as dialogue, pacing, description, reflection, and multiple plot lines, to develop experiences, events, and/or characters.",,,,
ELA - Common Core," 9, 10",16451,W.9-10.3.c,Use a variety of techniques to sequence events so that they build on one another to create a coherent whole.,,,,
ELA - Common Core," 9, 10",16452,W.9-10.3.d,"Use precise words and phrases, telling details, and sensory language to convey a vivid picture of the experiences, events, setting, and/or characters.",,,,
ELA - Common Core," 9, 10",16453,W.9-10.3.e,"Provide a conclusion that follows from and reflects on what is experienced, observed, or resolved over the course of the narrative.",,,,
ELA - Common Core," 9, 10",16535,W.9-10.4,"Produce clear and coherent writing in which the development, organization, and style are appropriate to task, purpose, and audience.",,,,
ELA - Common Core," 9, 10",16536,W.9-10.5,"Develop and strengthen writing as needed by planning, revising, editing, rewriting, or trying a new approach, focusing on addressing what is most significant for a specific purpose and audience.",,,,
