subject,grade,skillId,skillIdentifier,keywords,keywords
ELA - Common Core,3,17047,L.3.4.d,use glossaries  beginning dictionaries  print  digital  determine  clarify  precise meaning  key words  phrases,use glossaries  beginning dictionaries  print  digital  determine  clarify  precise meaning  key words  phrases
ELA - Common Core,3,17048,L.3.5,demonstrate understanding  word relationships  nuances  word meanings,demonstrate understanding  word relationships  nuances  word meanings
ELA - Common Core,3,17049,L.3.5.a,distinguish  literal  nonliteral meanings  words  phrases  context,distinguish  literal  nonliteral meanings  words  phrases  context
ELA - Common Core,3,17050,L.3.5.b,identify reallife connections  words   use,identify reallife connections  words   use
ELA - Common Core,3,17051,L.3.5.c,distinguish shades  meaning among related words  describe states  mind  degrees  certainty,distinguish shades  meaning among related words  describe states  mind  degrees  certainty
ELA - Common Core,3,17052,L.3.6,acquire  use accurately gradeappropriate conversational general academic  domainspecific words  phrases including   signal spatial  temporal relationships,acquire  use accurately gradeappropriate conversational general academic  domainspecific words  phrases including   signal spatial  temporal relationships
ELA - Common Core,4,15892,RL.4.1,refer  details  examples   text  explaining   text says explicitly   drawing inferences   text,refer  details  examples   text  explaining   text says explicitly   drawing inferences   text
ELA - Common Core,4,15893,RL.4.2,determine  theme   story drama  poem  details   text summarize  text,determine  theme   story drama  poem  details   text summarize  text
ELA - Common Core,4,15894,RL.4.3,describe  depth  character setting  event   story  drama drawing  specific details   text,describe  depth  character setting  event   story  drama drawing  specific details   text
ELA - Common Core,4,15931,RL.4.4,determine  meaning  words  phrases    used   text including   allude  significant characters found  mythology,determine  meaning  words  phrases    used   text including   allude  significant characters found  mythology
ELA - Common Core,4,15932,RL.4.5,explain major differences  poems drama  prose  refer   structural elements  poems  drama  writing  speaking   text,explain major differences  poems drama  prose  refer   structural elements  poems  drama  writing  speaking   text
ELA - Common Core,4,15933,RL.4.6,compare  contrast  point  view   different stories  narrated including  difference  first  thirdperson narrations,compare  contrast  point  view   different stories  narrated including  difference  first  thirdperson narrations
ELA - Common Core,4,15966,RL.4.7,make connections   text   story  drama   visual  oral presentation   text identifying   version reflects specific descriptions  directions   text,make connections   text   story  drama   visual  oral presentation   text identifying   version reflects specific descriptions  directions   text
ELA - Common Core,4,15967,RL.4.9,compare  contrast  treatment  similar themes  topics  patterns  events  stories myths  traditional literature  different cultures,compare  contrast  treatment  similar themes  topics  patterns  events  stories myths  traditional literature  different cultures
ELA - Common Core,4,15988,RL.4.10,  end   year read  comprehend literature including stories dramas  poetry   grades 45 text complexity band proficiently  scaffolding  needed   high end   range,  end   year read  comprehend literature including stories dramas  poetry   grades 45 text complexity band proficiently  scaffolding  needed   high end   range
ELA - Common Core,4,16010,RI.4.1,refer  details  examples   text  explaining   text says explicitly   drawing inferences   text,refer  details  examples   text  explaining   text says explicitly   drawing inferences   text
ELA - Common Core,4,16011,RI.4.2,determine  main idea   text  explain    supported  key details summarize  text,determine  main idea   text  explain    supported  key details summarize  text
ELA - Common Core,4,16012,RI.4.3,explain events procedures ideas  concepts   historical scientific  technical text including  happened   based  specific information   text,explain events procedures ideas  concepts   historical scientific  technical text including  happened   based  specific information   text
ELA - Common Core,4,16049,RI.4.4,determine  meaning  general academic  domainspecific words  phrases   text relevant   grade 4 topic  subject area,determine  meaning  general academic  domainspecific words  phrases   text relevant   grade 4 topic  subject area
ELA - Common Core,4,16050,RI.4.5,describe  overall structure  events ideas concepts  information   text  part   text,describe  overall structure  events ideas concepts  information   text  part   text
ELA - Common Core,4,16051,RI.4.6,compare  contrast  firsthand  secondhand account    event  topic describe  differences  focus   information provided,compare  contrast  firsthand  secondhand account    event  topic describe  differences  focus   information provided
ELA - Common Core,4,16088,RI.4.7,interpret information presented visually orally  quantitatively  explain   information contributes   understanding   text    appears,interpret information presented visually orally  quantitatively  explain   information contributes   understanding   text    appears
ELA - Common Core,4,16089,RI.4.8,explain   author uses reasons  evidence  support particular points   text,explain   author uses reasons  evidence  support particular points   text
ELA - Common Core,4,16090,RI.4.9,integrate information  two texts    topic  order  write  speak   subject knowledgeably,integrate information  two texts    topic  order  write  speak   subject knowledgeably
ELA - Common Core,4,16119,RI.4.10,  end  year read  comprehend informational texts including historysocial studies science  technical texts   grades 45 text complexity band proficiently  scaffolding  needed   high end   range,  end  year read  comprehend informational texts including historysocial studies science  technical texts   grades 45 text complexity band proficiently  scaffolding  needed   high end   range
ELA - Common Core,4,16172,RF.4.3,know  apply gradelevel phonics  word analysis skills  decoding words,know  apply gradelevel phonics  word analysis skills  decoding words
ELA - Common Core,4,16173,RF.4.3.a,use combined knowledge   lettersound correspondences syllabication patterns  morphology  read accurately unfamiliar multisyllabic words  context    context,use combined knowledge   lettersound correspondences syllabication patterns  morphology  read accurately unfamiliar multisyllabic words  context    context
ELA - Common Core,4,16189,RF.4.4,read  sufficient accuracy  fluency  support comprehension,read  sufficient accuracy  fluency  support comprehension
ELA - Common Core,4,16190,RF.4.4.a,read gradelevel text  purpose  understanding,read gradelevel text  purpose  understanding
ELA - Common Core,4,16191,RF.4.4.b,read gradelevel prose  poetry orally  accuracy appropriate rate  expression  successive readings,read gradelevel prose  poetry orally  accuracy appropriate rate  expression  successive readings
ELA - Common Core,4,16192,RF.4.4.c,use context  confirm  selfcorrect word recognition  understanding rereading  necessary,use context  confirm  selfcorrect word recognition  understanding rereading  necessary
ELA - Common Core,4,16344,W.4.1,write opinion pieces  topics  texts supporting  point  view  reasons  information,write opinion pieces  topics  texts supporting  point  view  reasons  information
